iter	Passed	Remaining
446	3281	4059
447	3288	4051
448	3296	4044
449	3303	4038
450	3312	4031
451	3319	4025
452	3326	4017
453	3334	4009
454	3341	4002
455	3348	3994
456	3355	3987
457	3361	3978
458	3369	3970
459	3376	3963
460	3384	3957
461	3391	3949
462	3399	3942
463	3407	3936
464	3415	3929
465	3422	3921
466	3429	3913
467	3435	3905
468	3443	3898
469	3452	3892
470	3458	3884
471	3466	3877
472	3472	3869
473	3479	3861
474	3486	3853
475	3494	3846
476	3501	3839
477	3508	3831
478	3515	3824
479	3522	3816
480	3530	3808
481	3537	3801
482	3544	3794
483	3552	3787
484	3559	3779
485	3567	3773
486	3576	3767
487	3584	3760
488	3592	3753
489	3599	3746
490	3607	3739
491	3614	3732
492	3622	3725
493	3629	3717
494	3635	3709
495	3642	3701
496	3649	3693
497	3656	3686
498	3663	3678
499	3669	3669
500	3675	3661
501	3682	3653
502	3688	3644
503	3695	3636
504	3701	3628
505	3708	3620
506	3715	3613
507	3721	3604
508	3728	3596
509	3734	3588
510	3741	3579
511	3747	3571
512	3753	3563
513	3760	3555
514	3767	3547
515	3773	3539
516	3779	3531
517	3787	3523
518	3793	3515
519	3800	3507
520	3806	3499
521	3813	3492
522	3820	3484
523	3826	3475
524	3832	3467
525	3838	3458
526	3844	3450
527	3850	3442
528	3856	3433
529	3862	3425
530	3869	3417
531	3883	3416
532	3889	3408
533	3896	3399
534	3902	3391
535	3908	3383
536	3915	3375
537	3921	3367
538	3928	3359
539	3934	3351
540	3940	3343
541	3947	3335
542	3954	3327
543	3960	3319
544	3967	3312
545	3974	3304
546	3981	3297
547	3988	3289
548	3995	3282
549	4002	3274
550	4009	3266
551	4015	3258
552	4022	3251
553	4029	3243
554	4035	3235
555	4042	3228
556	4048	3220
557	4055	3212
558	4061	3204
559	4068	3196
560	4074	3188
561	4081	3180
562	4087	3172
563	4092	3164
564	4099	3156
565	4106	3148
566	4113	3141
567	4119	3133
568	4125	3125
569	4132	3117
570	4141	3111
571	4148	3104
572	4157	3097
573	4164	3090
574	4171	3083
575	4178	3075
576	4185	3068
577	4192	3061
578	4201	3054
579	4208	3047
580	4216	3040
581	4223	3033
582	4229	3025
583	4236	3017
584	4242	3009
585	4258	3008
586	4265	3000
587	4271	2992
588	4278	2985
589	4284	2977
590	4291	2969
591	4298	2962
592	4304	2954
593	4311	2946
594	4317	2939
595	4324	2931
596	4330	2923
597	4337	2915
598	4343	2907
599	4351	2900
600	4357	2893
601	4364	2885
602	4370	2877
603	4377	2870
604	4383	2862
605	4390	2854
606	4396	2846
607	4402	2838
608	4409	2830
609	4415	2822
610	4421	2815
611	4428	2807
612	4434	2799
613	4440	2791
614	4446	2783
615	4453	2775
616	4459	2768
617	4465	2760
618	4472	2752
619	4479	2745
620	4485	2737
621	4491	2729
622	4498	2721
623	4504	2714
624	4510	2706
625	4517	2698
626	4523	2691
627	4530	2683
628	4536	2675
629	4542	2667
630	4549	2660
631	4555	2652
632	4561	2644
633	4567	2636
634	4573	2628
635	4580	2621
636	4587	2614
637	4593	2606
638	4599	2598
639	4605	2590
640	4612	2583
641	4618	2575
642	4625	2567
643	4631	2560
644	4637	2552
645	4643	2544
646	4649	2536
647	4655	2528
648	4661	2521
649	4667	2513
650	4673	2505
651	4679	2497
652	4686	2490
653	4692	2482
654	4698	2474
655	4704	2467
656	4711	2459
657	4717	2451
658	4723	2444
659	4728	2436
660	4735	2428
661	4741	2421
662	4748	2413
663	4754	2406
664	4761	2398
665	4768	2391
666	4774	2383
667	4780	2376
668	4786	2368
669	4793	2360
670	4800	2353
671	4807	2346
672	4815	2339
673	4822	2332
674	4828	2324
675	4835	2317
676	4842	2310
677	4849	2303
678	4861	2298
679	4867	2290
680	4874	2283
681	4880	2275
682	4887	2268
683	4893	2260
684	4899	2253
685	4906	2245
686	4913	2238
687	4920	2231
688	4926	2223
689	4932	2215
690	4938	2208
691	4944	2200
692	4950	2193
693	4956	2185
694	4962	2177
695	4968	2170
696	4974	2162
697	4980	2154
698	4987	2147
699	4993	2139
700	4999	2132
701	5005	2124
702	5011	2117
703	5017	2109
704	5023	2101
705	5029	2094
706	5035	2086
707	5041	2079
708	5047	2071
709	5053	2064
710	5059	2056
711	5065	2049
712	5071	2041
713	5077	2033
714	5083	2026
715	5089	2018
716	5095	2011
717	5101	2003
718	5108	1996
719	5116	1989
720	5123	1982
721	5129	1975
722	5136	1967
723	5142	1960
724	5149	1953
725	5155	1945
726	5161	1938
727	5168	1930
728	5174	1923
729	5181	1916
730	5187	1908
731	5193	1901
732	5200	1894
733	5206	1886
734	5213	1879
735	5219	1872
736	5225	1864
737	5232	1857
738	5238	1850
739	5244	1842
740	5251	1835
741	5257	1827
742	5262	1820
743	5269	1813
744	5275	1805
745	5281	1798
746	5287	1790
747	5293	1783
748	5299	1775
749	5304	1768
750	5311	1760
751	5318	1753
752	5324	1746
753	5330	1739
754	5337	1731
755	5343	1724
756	5350	1717
757	5356	1710
758	5362	1702
759	5368	1695
760	5374	1687
761	5381	1680
762	5387	1673
763	5394	1666
764	5399	1658
765	5405	1651
766	5411	1644
767	5417	1636
768	5424	1629
769	5430	1622
770	5436	1614
771	5442	1607
772	5448	1600
773	5455	1592
774	5461	1585
775	5468	1578
776	5475	1571
777	5481	1564
778	5487	1556
779	5509	1553
780	5515	1546
781	5520	1539
782	5526	1531
783	5532	1524
784	5539	1517
785	5545	1509
786	5551	1502
787	5557	1495
788	5563	1487
789	5570	1480
790	5578	1473
791	5586	1467
792	5593	1460
793	5601	1453
794	5607	1445
795	5613	1438
796	5620	1431
797	5627	1424
798	5633	1417
799	5640	1410
800	5646	1402
801	5653	1395
802	5661	1388
803	5667	1381
804	5674	1374
805	5680	1367
806	5687	1360
807	5694	1353
808	5701	1346
809	5708	1338
810	5715	1332
811	5723	1325
812	5731	1318
813	5738	1311
814	5745	1304
815	5757	1298
816	5764	1291
817	5772	1284
818	5778	1277
819	5786	1270
820	5794	1263
821	5801	1256
822	5809	1249
823	5816	1242
824	5821	1234
825	5828	1227
826	5835	1220
827	5841	1213
828	5848	1206
829	5855	1199
830	5861	1192
831	5868	1184
832	5875	1177
833	5881	1170
834	5890	1163
835	5898	1157
836	5905	1150
837	5912	1142
838	5919	1135
839	5926	1128
840	5933	1121
841	5939	1114
842	5946	1107
843	5953	1100
844	5960	1093
845	5967	1086
846	5976	1079
847	5984	1072
848	5990	1065
849	5997	1058
850	6004	1051
851	6011	1044
852	6018	1037
853	6026	1030
854	6033	1023
855	6040	1016
856	6048	1009
857	6055	1002
858	6062	995
859	6069	987
860	6076	981
861	6083	973
862	6090	966
863	6098	959
864	6106	953
865	6114	946
866	6121	939
867	6129	932
868	6136	925
869	6143	918
870	6150	910
871	6157	903
872	6163	896
873	6170	889
874	6176	882
875	6182	875
876	6189	868
877	6195	860
878	6202	853
879	6208	846
880	6216	839
881	6222	832
882	6228	825
883	6235	818
884	6241	811
885	6248	803
886	6256	797
887	6263	789
888	6269	782
889	6277	775
890	6283	768
891	6291	761
892	6298	754
893	6304	747
894	6311	740
895	6318	733
896	6325	726
897	6332	719
898	6338	712
899	6344	704
900	6350	697
901	6357	690
902	6363	683
903	6369	676
904	6376	669
905	6382	662
906	6389	655
907	6396	648
908	6403	641
909	6409	633
910	6416	626
911	6422	619
912	6429	612
913	6435	605
914	6441	598
915	6450	591
916	6456	584
917	6463	577
918	6469	570
919	6475	563
920	6482	556
921	6488	548
922	6494	541
923	6510	535
924	6517	528
925	6523	521
926	6530	514
927	6536	507
928	6543	500
929	6548	492
930	6554	485
931	6560	478
932	6566	471
933	6572	464
934	6578	457
935	6584	450
936	6590	443
937	6597	436
938	6603	428
939	6609	421
940	6616	414
941	6622	407
942	6629	400
943	6635	393
944	6641	386
945	6648	379
946	6654	372
947	6660	365
948	6665	358
949	6671	351
950	6677	344
951	6683	336
952	6690	329
953	6697	322
954	6705	315
955	6711	308
956	6719	301
957	6726	294
958	6732	287
959	6738	280
960	6744	273
961	6751	266
962	6758	259
963	6764	252
964	6770	245
965	6777	238
966	6783	231
967	6791	224
968	6797	217
969	6804	210
970	6811	203
971	6818	196
972	6826	189
973	6832	182
974	6839	175
975	6845	168
976	6852	161
977	6858	154
978	6865	147
979	6871	140
980	6877	133
981	6883	126
982	6890	119
983	6896	112
984	6903	105
985	6909	98
986	6915	91
987	6922	84
988	6929	77
989	6936	70
990	6942	63
991	6949	56
992	6955	49
993	6962	42
994	6968	35
995	6974	28
996	6980	21
997	6986	14
998	6992	6
999	6998	0
